condition,task,text_version,field,facet,metric,param,order,JT,p_raw,p_fdr,direction_ok,notes
one_at_a_time,proposals,rephrased,whole,spread,mean_pairwise,,claude<gemini<gpt<human,2116.0,0.00011175629979978511,0.00028737334234230457,False,JT over leave-one-out jackknife replicates
one_at_a_time,proposals,rephrased,whole,richness,vendi,q=1,claude<gemini<gpt<human,2116.0,0.00011175629979978511,0.00028737334234230457,False,JT over leave-one-out jackknife replicates
one_at_a_time,proposals,rephrased,whole,dimensionality,participation_ratio,,claude<gemini<gpt<human,2633.0,1.4608110031337142e-13,8.764866018802286e-13,False,JT over leave-one-out jackknife replicates
one_at_a_time,proposals,rephrased,whole,coverage,coverage_geometric,k=3,claude<gemini<gpt<human,3.5,0.36704759115973784,0.5745092731195897,False,single coverage values per group; human = split-half median
one_at_a_time,proposals,rephrased,whole,evenness,ripley_excess,r=pooled_q01_q50,claude<gemini<gpt<human,2116.0,0.00011175629979978511,0.00028737334234230457,False,JT over leave-one-out jackknife replicates
one_at_a_time,proposals,rephrased,whole,displacement,mmd2,,claude>gemini>gpt (M5 flip: larger = more displaced),1058.0,0.9982111715303905,1.0,False,JT over LOO replicates of Human<->model MMD2; predicted DECREASING (spec 8.2 direction flip)
one_at_a_time,proposals,rephrased,whole,coverage,coverage_bertopic_region,k_lit=5,claude<gemini<gpt<human,1851.5,0.032488145914176904,0.06155648699528255,False,JT over LOO jackknife replicates of the union count at matched n
one_at_a_time,proposals,rephrased,whole,coverage,coverage_mesh_terms,k_lit=5,claude<gemini<gpt<human,1892.5,0.01652485336630379,0.03304970673260758,False,JT over LOO jackknife replicates of the union count at matched n
one_at_a_time,proposals,rephrased,whole,coverage,coverage_bertopic_region,k_lit=10,claude<gemini<gpt<human,2357.5,3.812334713276116e-08,1.2476731788903652e-07,False,JT over LOO jackknife replicates of the union count at matched n
one_at_a_time,proposals,rephrased,whole,coverage,coverage_mesh_terms,k_lit=10,claude<gemini<gpt<human,1338.5,0.9585222283194726,1.0,False,JT over LOO jackknife replicates of the union count at matched n
one_at_a_time,proposals,rephrased,whole,coverage,coverage_bertopic_region,k_lit=20,claude<gemini<gpt<human,2380.5,1.5449621204880125e-08,5.561863633756845e-08,True,JT over LOO jackknife replicates of the union count at matched n
one_at_a_time,proposals,rephrased,whole,coverage,coverage_mesh_terms,k_lit=20,claude<gemini<gpt<human,2101.0,0.0001677741063958876,0.00040265785535013025,False,JT over LOO jackknife replicates of the union count at matched n
