title,group,raw_novelty,novelty_z,novelty_ratio,is_most_novel_raw,is_most_novel_z,is_most_novel_ratio
CYTOKINETIC BOTTLENECKS OF HEAT WAVES,Human,0.23675253987312317,2.0769715309143066,2.191251039505005,True,True,True
Elucidating genome structure-function relationships in human brain cells,Human,0.07165811955928802,-0.5871689915657043,0.6632280945777893,False,False,False
MaiTool - LLM-powered bioinformatics tools for microbiome analysis,Human,0.2113172709941864,1.6665207147598267,1.955836296081543,True,True,True
Synthesizing gene expression data to create an atlas of bacterial cell states,Human,0.18310272693634033,1.211220622062683,1.6946979761123657,False,False,False
Energetic Origins of Connectivity within Protein Interaction Networks,Human,0.24142451584339142,2.1523635387420654,2.234492301940918,True,True,True
Elucidating emergent structures in cellular RNA-protein interaction networks,Human,0.11188574880361557,0.061987146735191345,1.0355528593063354,False,False,False
Oceans of Disorder: Elucidating the Role of Disordered Proteins in Cellular Adaptation,Human,0.18498893082141876,1.2416584491729736,1.7121555805206299,False,False,False
Multimodel single-cell frameworks for cell lines with extensive multi-omics data,Human,0.08101928979158401,-0.4361070990562439,0.7498698830604553,False,False,False
From image data and biophysical simulations to principles of mesoscale organization through integrated transfer learning,Human,0.16357718408107758,0.8961355090141296,1.5139802694320679,False,False,False
Transposable elements and the emergence of genomic innovation,Human,0.15544068813323975,0.764836311340332,1.4386733770370483,False,False,False
Searching the crosslinking mass spectrometry universe for new protein-protein interactions,Human,0.1492929458618164,0.6656297445297241,1.3817732334136963,False,False,False
Intelligent metadata compilation to enhance the reusability and discoverability of mass spectrometry-based proteomics data,Human,0.21051402390003204,1.653558611869812,1.9484018087387085,True,True,True
Emergent Order Parameters of Allostery: An AI Framework for Predicting and Engineering Protein Regulation,Human,0.24234631657600403,2.167238712310791,2.2430238723754883,True,True,True
From Protein Knots to Pierced Lassos: Unraveling the Evolutionary Origin of Complex Topologies,Human,0.0876772478222847,-0.32866716384887695,0.8114923238754272,False,False,False
Deciphering systemic biological networks through AI-driven multi-omic integration,Human,0.12108707427978516,0.210469588637352,1.1207152605056763,False,False,False
Conserved Disorder: Learning Sequence Conservation from Functional Constraints in Intrinsically Disordered Regions,Human,0.09328451007604599,-0.23818238079547882,0.8633900284767151,False,False,False
Integrative Multi-Omics Synthesis to Identify Shared Molecular Mechanisms of Mammalian Hibernation,Human,0.13024663925170898,0.35827815532684326,1.2054911851882935,False,False,False
Revealing the Ontology of Allostery through Community-Scale Synthesis,Human,0.12205934524536133,0.2261592000722885,1.129714012145996,False,False,False
SynEvo: Discovering Evolutionary Principles of Molecular Organization through Cross-Species Data Synthesis,Human,0.08554454892873764,-0.3630826771259308,0.7917532324790955,False,False,False
A Unified Framework for Analyses of Proteome Turnover Dynamics,Human,0.15568259358406067,0.7687399387359619,1.4409123659133911,False,False,False
Predictive Synthesis Framework for Elucidating Biophysical Cell State from Spatial Transcriptomics and Proteomics,Human,0.16268734633922577,0.8817761540412903,1.505744457244873,False,False,False
Integrating AI and Molecular Dynamics Simulations for Quantitative Prediction of Enzyme Functions,Human,0.0807170495390892,-0.4409843683242798,0.7470725178718567,False,False,False
Discovery and functional analysis of bacterial organelles through mining and refinement of omics data,Human,0.09118588268756866,-0.27204808592796326,0.8439663052558899,False,False,False
A Cross-Cell-Type Atlas of Biomolecular Condensate Material States and Their Emergent Control of Gene Expression Noise,gpt-5.2,0.2487303912639618,2.270258903503418,2.3021113872528076,True,True,True
"Emergent Membrane Curvature Codes: Synthesizing Cryo-ET, Proteomics, and Lipidomics to Predict Organelle Contact Site Morphologies",gpt-5.2,0.10087978839874268,-0.1156168282032013,0.9336877465248108,False,False,False
