condition,text_version,comparison,comparison_label,target_proposal_uid,target_cohort,target_proposal_id,target_proposal_title,target_human_n_reviews,ai_panel_id,ai_panel_size,ai_panel_review_uids,metric,human_metric_value,ai_metric_value,field_branch
one_at_a_time,rephrased,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0000,4,"[""one_at_a_time::y1::1::claude-sonnet-5::001"", ""one_at_a_time::y1::1::claude-sonnet-5::002"", ""one_at_a_time::y1::1::claude-sonnet-5::003"", ""one_at_a_time::y1::1::claude-sonnet-5::004""]",mean_pairwise,0.033430387576421104,0.0315034290154775,whole_review
one_at_a_time,rephrased,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0000,4,"[""one_at_a_time::y1::1::claude-sonnet-5::001"", ""one_at_a_time::y1::1::claude-sonnet-5::002"", ""one_at_a_time::y1::1::claude-sonnet-5::003"", ""one_at_a_time::y1::1::claude-sonnet-5::004""]",nn,0.031625255942344666,0.02688826620578766,whole_review
one_at_a_time,rephrased,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0000,4,"[""one_at_a_time::y1::1::claude-sonnet-5::001"", ""one_at_a_time::y1::1::claude-sonnet-5::002"", ""one_at_a_time::y1::1::claude-sonnet-5::003"", ""one_at_a_time::y1::1::claude-sonnet-5::004""]",centroid_loo,0.022475442556803837,0.021166864198536584,whole_review
one_at_a_time,rephrased,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0000,4,"[""one_at_a_time::y1::1::claude-sonnet-5::001"", ""one_at_a_time::y1::1::claude-sonnet-5::002"", ""one_at_a_time::y1::1::claude-sonnet-5::003"", ""one_at_a_time::y1::1::claude-sonnet-5::004""]",global_centroid_dist,0.01261594704830557,0.011884387366888627,whole_review
one_at_a_time,rephrased,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0000,4,"[""one_at_a_time::y1::1::claude-sonnet-5::001"", ""one_at_a_time::y1::1::claude-sonnet-5::002"", ""one_at_a_time::y1::1::claude-sonnet-5::003"", ""one_at_a_time::y1::1::claude-sonnet-5::004""]",medoid_dist,0.02413681149482727,0.021409645676612854,whole_review
one_at_a_time,rephrased,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0000,4,"[""one_at_a_time::y1::1::claude-sonnet-5::001"", ""one_at_a_time::y1::1::claude-sonnet-5::002"", ""one_at_a_time::y1::1::claude-sonnet-5::003"", ""one_at_a_time::y1::1::claude-sonnet-5::004""]",span90,0.013414408776537856,0.0139859042190444,whole_review
one_at_a_time,rephrased,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0000,4,"[""one_at_a_time::y1::1::claude-sonnet-5::001"", ""one_at_a_time::y1::1::claude-sonnet-5::002"", ""one_at_a_time::y1::1::claude-sonnet-5::003"", ""one_at_a_time::y1::1::claude-sonnet-5::004""]",mst_dispersion,0.03202990690867106,0.028546194235483806,whole_review
one_at_a_time,rephrased,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0000,4,"[""one_at_a_time::y1::1::claude-sonnet-5::001"", ""one_at_a_time::y1::1::claude-sonnet-5::002"", ""one_at_a_time::y1::1::claude-sonnet-5::003"", ""one_at_a_time::y1::1::claude-sonnet-5::004""]",sparseness,0.01261594704830557,0.011884387366888627,whole_review
one_at_a_time,rephrased,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0000,4,"[""one_at_a_time::y1::1::claude-sonnet-5::001"", ""one_at_a_time::y1::1::claude-sonnet-5::002"", ""one_at_a_time::y1::1::claude-sonnet-5::003"", ""one_at_a_time::y1::1::claude-sonnet-5::004""]",remote_clique,0.033430387576421104,0.0315034290154775,whole_review
one_at_a_time,rephrased,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0001,4,"[""one_at_a_time::y1::1::claude-sonnet-5::001"", ""one_at_a_time::y1::1::claude-sonnet-5::002"", ""one_at_a_time::y1::1::claude-sonnet-5::003"", ""one_at_a_time::y1::1::claude-sonnet-5::005""]",mean_pairwise,0.033430387576421104,0.028868963321050007,whole_review
