condition,task,text_version,field,facet,metric,param,group,value,z,z_ci_lo,z_ci_hi,sign_aligned,stars,mode
persona,reviews,original,whole,spread,mean_pairwise,,Claude,-1.0,-1.0,-1.0,-1.0,1,***,delta
persona,reviews,original,whole,spread,mean_pairwise,,Gemini,-1.0,-1.0,-1.0,-1.0,1,***,delta
persona,reviews,original,whole,spread,mean_pairwise,,GPT,-1.0,-1.0,-1.0,-1.0,1,***,delta
persona,reviews,original,whole,spread,mean_pairwise,,All AI,-0.9130434782608695,-0.9130434782608695,-1.0,-0.7391304347826086,1,***,delta
persona,reviews,original,whole,richness,vendi,q=1,Claude,-1.0,-1.0,-1.0,-1.0,1,***,delta
persona,reviews,original,whole,richness,vendi,q=1,Gemini,-1.0,-1.0,-1.0,-1.0,1,***,delta
persona,reviews,original,whole,richness,vendi,q=1,GPT,-1.0,-1.0,-1.0,-1.0,1,***,delta
persona,reviews,original,whole,richness,vendi,q=1,All AI,-0.9130434782608695,-0.9130434782608695,-1.0,-0.7391304347826086,1,***,delta
persona,reviews,original,whole,evenness,ripley_excess,r=pooled_q01_q50,Claude,1.0,-1.0,-1.0,-1.0,-1,***,delta
persona,reviews,original,whole,evenness,ripley_excess,r=pooled_q01_q50,Gemini,1.0,-1.0,-1.0,-1.0,-1,***,delta
persona,reviews,original,whole,evenness,ripley_excess,r=pooled_q01_q50,GPT,1.0,-1.0,-1.0,-1.0,-1,***,delta
persona,reviews,original,whole,evenness,ripley_excess,r=pooled_q01_q50,All AI,0.8260869565217391,-0.8260869565217391,-1.0,-0.5652173913043478,-1,***,delta
persona,reviews,original,whole,dimensionality,participation_ratio,,Claude,0.7272727272727273,0.7272727272727273,0.4278571428571467,1.0,1,**,delta
persona,reviews,original,whole,dimensionality,participation_ratio,,Gemini,0.18181818181818182,0.18181818181818182,-0.23809523809523808,0.5652173913043478,1,,delta
persona,reviews,original,whole,dimensionality,participation_ratio,,GPT,0.6363636363636364,0.6363636363636364,0.3,0.9130434782608695,1,**,delta
persona,reviews,original,whole,dimensionality,participation_ratio,,All AI,-0.36363636363636365,-0.36363636363636365,-0.7391304347826086,0.04358178053830227,1,,delta
persona,reviews,original,whole,coverage,coverage_geometric,k=panel_adaptive,Claude,-0.9047619047619048,-0.9047619047619048,-1.0,-0.7,1,***,delta
persona,reviews,original,whole,coverage,coverage_geometric,k=panel_adaptive,Gemini,-1.0,-1.0,-1.0,-1.0,1,***,delta
persona,reviews,original,whole,coverage,coverage_geometric,k=panel_adaptive,GPT,-0.9090909090909091,-0.9090909090909091,-1.0,-0.7272727272727273,1,***,delta
persona,reviews,original,whole,coverage,coverage_geometric,k=panel_adaptive,All AI,-0.8181818181818182,-0.8181818181818182,-1.0,-0.5454545454545454,1,***,delta
