metric,comparison,n_human_all,n_other,mean_diff,bootstrap_ci_lo,bootstrap_ci_hi,permutation_p_value,permutation_q_value
overall_score,human-all minus claude-opus-4-5,23,23,0.3615942028985506,0.1992753623188417,0.5362318840579712,0.0001999600079984003,0.0005998800239952009
overall_score,human-all minus gemini-3-pro-preview,23,23,0.10797101449275415,-0.0449275362318833,0.27248188405797186,0.20455908818236354,0.20455908818236354
overall_score,human-all minus gpt-5.2,23,23,-0.22898550724637712,-0.3688586956521742,-0.08333333333333258,0.003599280143971206,0.005398920215956809
new_question_topic_or_framing,human-all minus claude-opus-4-5,23,23,0.5072463768115929,0.2608695652173916,0.7391304347826084,0.0011997600479904018,0.0035992801439712055
new_question_topic_or_framing,human-all minus gemini-3-pro-preview,23,23,0.2608695652173898,-0.014492753623188914,0.5217391304347818,0.08618276344731053,0.1292741451709658
new_question_topic_or_framing,human-all minus gpt-5.2,23,23,-0.08695652173913127,-0.3333333333333335,0.15235507246376692,0.4699060187962408,0.4699060187962408
new_theory_concept_method_dataset_or_design,human-all minus claude-opus-4-5,23,23,0.6304347826086958,0.376811594202898,0.8913043478260856,0.0001999600079984003,0.0005998800239952009
new_theory_concept_method_dataset_or_design,human-all minus gemini-3-pro-preview,23,23,0.34057971014492816,0.12318840579710111,0.5652173913043472,0.003199360127974405,0.004799040191961607
new_theory_concept_method_dataset_or_design,human-all minus gpt-5.2,23,23,0.01449275362318847,-0.21014492753623282,0.23913043478260754,0.9002199560087982,0.9002199560087982
unusual_combination_of_existing_ideas,human-all minus claude-opus-4-5,23,23,0.18115942028985454,-0.03623188405797162,0.4202898550724643,0.16196760647870426,0.2429514097180564
unusual_combination_of_existing_ideas,human-all minus gemini-3-pro-preview,23,23,-0.0507246376811592,-0.22463768115941996,0.1521739130434785,0.6540691861627674,0.6540691861627674
unusual_combination_of_existing_ideas,human-all minus gpt-5.2,23,23,-0.5072463768115947,-0.666666666666667,-0.3478260869565215,0.0001999600079984003,0.0005998800239952009
beyond_state_of_the_art,human-all minus claude-opus-4-5,23,23,0.2826086956521743,0.07246376811594235,0.4929347826086959,0.016196760647870425,0.024295140971805636
beyond_state_of_the_art,human-all minus gemini-3-pro-preview,23,23,0.13043478260869623,-0.07246376811594103,0.34782608695652106,0.22255548890221954,0.22255548890221954
beyond_state_of_the_art,human-all minus gpt-5.2,23,23,-0.36231884057970865,-0.5724637681159415,-0.1521739130434776,0.002999400119976005,0.008998200359928016
credible_high_risk_high_gain,human-all minus claude-opus-4-5,23,23,0.2536231884057978,0.02898550724637694,0.4855072463768111,0.035992801439712056,0.05398920215956808
credible_high_risk_high_gain,human-all minus gemini-3-pro-preview,23,23,-0.11594202898550732,-0.246376811594204,0.014492753623188026,0.131373725254949,0.131373725254949
credible_high_risk_high_gain,human-all minus gpt-5.2,23,23,-0.18840579710144967,-0.33333333333333437,-0.043478260869564966,0.023795240951809637,0.05398920215956808
unique_knowledge_generation,human-all minus claude-opus-4-5,23,23,0.11594202898550687,-0.08695652173913038,0.3188405797101441,0.3085382923415317,0.3085382923415317
unique_knowledge_generation,human-all minus gemini-3-pro-preview,23,23,0.12318840579710066,-0.07246376811594235,0.32608695652173836,0.2585482903419316,0.3085382923415317
unique_knowledge_generation,human-all minus gpt-5.2,23,23,-0.23913043478260843,-0.40579710144927583,-0.07246376811594235,0.005598880223955209,0.016796640671865627
